JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458929.32248,1.13,0.097,,TG,LSA,,41,17,X25108DZ,"""Image : Orion 4743_G.fit Measure by SuperStar (3 references) SuperStar flux2010782,435+/-84090,563 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1561949,239+/-74559,141 Object magnitude = 1,13+/-0,097 """,0,,Z,4.12,1.7,,BETELGEUSE,URSA,STD,,,,
2458929.32282,1.15,0.099,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 4744_G.fit Measure by SuperStar (3 references) SuperStar flux1981633,442+/-83925,385 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1523455,428+/-73699,301 Object magnitude = 1,15+/-0,099 """,0,,Z,4.12,1.7,,BETELGEUSE,URSA,STD,,,,
2458929.32317,1.13,0.1,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 4745_G.fit Measure by SuperStar (3 references) SuperStar flux2014291,185+/-87247,897 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1575380,84+/-77087,952 Object magnitude = 1,13+/-0,1 """,0,,Z,4.12,1.7,,BETELGEUSE,URSA,STD,,,,
2458929.32347,1.12,0.097,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 4746_G.fit Measure by SuperStar (3 references) SuperStar flux1972283,195+/-82372,895 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1552290,915+/-73238,549 Object magnitude = 1,12+/-0,097 """,0,,Z,4.12,1.7,,alf Ori,URSA,STD,,,,
2458929.32385,1.15,0.095,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 4747_G.fit Measure by SuperStar (3 references) SuperStar flux1942813,777+/-80867,497 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1486967,515+/-67854,358 Object magnitude = 1,15+/-0,095 """,0,,Z,4.12,1.7,,BETELGEUSE,URSA,STD,,,,
2458929.32424,1.13,0.091,,TG,LSA,,41,17,X25108DZ,"""Image : Orion 4748_G.fit Measure by SuperStar (3 references) SuperStar flux2173008,077+/-84703,723 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1698805,663+/-76109,762 Object magnitude = 1,13+/-0,091 """,0,,Z,4.12,1.7,,BETELGEUSE,URSA,STD,,,,
2458929.32461,1.16,0.092,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 4749_G.fit Measure by SuperStar (3 references) SuperStar flux2231437,639+/-90037,862 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1689290,826+/-74935,767 Object magnitude = 1,16+/-0,092 """,0,,Z,4.12,1.7,,BETELGEUSE,URSA,STD,,,,
2458929.32498,1.14,0.092,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 4750_G.fit Measure by SuperStar (3 references) SuperStar flux2194319,047+/-87234,21 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1702721,017+/-75949,264 Object magnitude = 1,14+/-0,092 """,0,,Z,4.12,1.7,,alf Ori,URSA,STD,,,,
2458929.32500,1.24,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458929.32535,1.16,0.091,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 4751_G.fit Measure by SuperStar (3 references) SuperStar flux2223778,676+/-86729,365 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1691287,424+/-76098,772 Object magnitude = 1,16+/-0,091 """,0,,Z,4.12,1.7,,BETELGEUSE,URSA,STD,,,,
2458929.3257,1.2,,,Vis.,HGUA,,"""09,19""",,10STARTUTORIAL,,,,Z,,,,ALF ORI,SAAF,STD,,,,
2458929.32572,1.14,0.086,,TG,LSA,,41,17,X25108DZ,"""Image : Orion 4752_G.fit Measure by SuperStar (3 references) SuperStar flux2162145,524+/-79543,679 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1667145,757+/-71478,088 Object magnitude = 1,14+/-0,086 """,0,,Z,4.12,1.7,,BETELGEUSE,URSA,STD,,,,
2458929.32619,1.16,0.08,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 4753_G.fit Measure by SuperStar (3 references) SuperStar flux2183036,483+/-75575,122 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1656277,73+/-64660,163 Object magnitude = 1,16+/-0,08 """,0,,Z,4.12,1.7,,alf Ori,URSA,STD,,,,
2458929.32708,1.1,,,Vis.,EBAA,,0.9,1.1,NA,,,,Z,,,,alf Ori,MCSE,STD,,,,
2458929.333,0.9,,,Vis.,WBOA,,0.86 Aldebaran,1.64 Bellatrix ,X24963ATG,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458929.388,1.2,,,Vis.,GMQA,,,,375.01,NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458929.388,1.0,,,Vis.,ATE,,Pollux 1.2,Aldebaran 0.9,20200220,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458929.4167,1.07,,,Vis.,DPV,,0.87,1.14,OSE2001,,,,Z,,,,ALF ORI,,STD,,,,
2458929.4201,1.0,,,Vis.,PJOF,,9,11,10 Star +,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458929.5132,0.8,,,Vis.,AAX,K,04,11,ATLAS,BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458929.5528,1.1,,,Vis.,DZS,K,1.6,0.9,#N/A,AAVSO CHART X25128WF,,,Z,,,,ALF ORI,LIADA,STD,,,,
2458929.59,1.1,,,Vis.,FRIB,,11,09,X24962ADH,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458929.62847,1.1,,,Vis.,PJOF,,0.87,1.14,10 STAR +,COMPARISON STARS FROM HTTPS://WWW.AAVSO.ORG/AAVSO-ALERT-NOTICE-690,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458929.68628,1.04,,,Vis.,CTX,,Pollux,Aldebaran,10 Star 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
245893.2660,1.1,,,Vis.,REP,U,NA,,NA,,,,Z,,,,ALF ORI,AJC,STD,,,,
2458930.16084,1.874,0.001,,TB,OAAA,W,000-BBJ-700,000-BBK-199,X25216EC,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS. SOFTWARE: MAXIM DL,0,,Z,1.447,1.912,,alf Ori,,STD,,,,
2458930.16084,0.550,0.002,,TR,OAAA,W,000-BBJ-700,000-BBK-199,X25216EC,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS. SOFTWARE: MAXIM DL,0,,Z,1.808,2.143,,alf Ori,,STD,,,,
2458930.16084,1.090,0.001,,TG,OAAA,W,000-BBJ-700,000-BBK-199,X25216EC,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS. SOFTWARE: MAXIM DL,0,,Z,1.656,2.082,,alf Ori,,STD,,,,
2458930.2,1.12,,,Vis.,BDI,,08,16,1990,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458930.23958,0.8,,,Vis.,MVO,U,04,12,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2458930.25000,1.1,,,Vis.,MPIB,B,1.15,0.9,Stellarium 0.12.4,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458930.270,1.5,,,Vis.,BNW,,1.1,1.7,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458930.271,1.5,,,Vis.,BNW,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458930.2778,0.8,,,Vis.,WBOA,,0.86 Aldebaran,1.64 Bellatrix ,X24963ATG,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458930.27847,1.29,,,Vis.,PIV,,Bellatrix,Pollux,MarSEC 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458930.2813,1.1,,,Vis.,KTHA,K,NA,,NA,,,,Z,,,,ALF ORI,SAAF,STD,,,,
2458930.28472,1.05,0.05,,TG,KMWA,,Aldebaran,HD 28305,Cartes du Ciel,,1,"1,52",Z,0.85,3.49,,BETELGEUSE,BAV,STD,,,,
2458930.28472,2.75,0.2,,TB,KMWA,,Aldebaran,HD 28305,Cartes du Ciel,,0,1.53,Z,2.4,4.75,,BETELGEUSE,BAV,STD,,,,
2458930.2917,1.2,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,ALF ORI,SAAF,STD,,,,
2458930.29306,-0.13,0.03,,TR,KSEC,U,Aldebaran,Phi02 Ori,Simbad,"""Sony A7m2, 30mm, ISO400, 1:6.3, 30x4s, Pixinsight, Maxim DL""",0,,Z,-0.37,2.96,,BETELGEUSE,,STD,,,,
2458930.29306,2.81,0.03,,TB,KSEC,,Aldebaran,Phi02 Ori,Simbad,"""Sony A7m2, 30mm, ISO400, 1:6.3, 30x4s, Pixinsight, Maxim DL""",0,,Z,2.4,5.36,,BETELGEUSE,,STD,,,,
2458930.29306,1.08,0.02,,TG,KSEC,U,Aldebaran,Phi02 Ori,Simbad,"""Sony A7m2, 30mm, ISO400, 1:6.3, 30x4s, Pixinsight, Maxim DL""",0,,Z,0.86,4.00,,BETELGEUSE,,STD,,,,
2458930.29755,1.07,,,Vis.,PREB,,Pollux (1.14),-,10star,AC,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458930.3,1.1,,,Vis.,SYU,,09,12,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458930.3063,1.1,,,Vis.,DNO,,09,16,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458930.3167,1.2,,,Vis.,TPIC,,0.9,1.6,X25202NJ,,,,Z,,,,ALF ORI,,STD,,,,
2458930.3167,1.0,,,Vis.,SRAB,,4.0,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458930.34,1.4,,,Vis.,KTZ,,12,19,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2458930.37,1.3,,,Vis.,SBEA,,09,19,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458930.38194,1.0,,,Vis.,MVH,,0.9,1.6,Aldebaran Bellatrix,Aldebaran 0.9 Bellatrix 1.6,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458930.392,1.0,,,Vis.,ATE,,Pollux 1.2,Aldebaran 0.9,20200220,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458930.4125,0.96,,,Vis.,DPV,,0.87,1.14,OSE2001,,,,Z,,,,ALF ORI,,STD,,,,
2458930.4326,1.5,,,Vis.,RKE,,12,19,GUIDE8,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458930.458,1.35,,,Vis.,BNW,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458930.45833,1.0,,,Vis.,BNBA,,015,085,Stellarium,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458930.45833,1.15,,,Vis.,CDMB,,Pollux,Aldebaran,SkySafari,"""clear, no moon, urban light pollution, """,,,Z,,,,ALF ORI,RASC,STD,,,,
2458930.4764,1.1,,,Vis.,DZS,K,1.6,0.9,#N/A,AAVSO CHART X25128WF,,,Z,,,,ALF ORI,LIADA,STD,,,,
2458930.4813,0.8,,,Vis.,AAX,K,04,09,ATLAS,BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458930.5,1.4,,,Vis.,SHS,,16,11,10 star,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458930.5,1.3,,,Vis.,BRJ,,11,16,SEE COMMETS,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458930.5,1.2,,,Vis.,MOW,,09,12,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458930.51806,1.1,,,Vis.,ONJ,,09,16W,ten star tut (2020),,,,Z,,,,ALF ORI,,STD,,,,
2458930.52256,1.0,,,Vis.,SRGA,BU,.9,1.1,10 Star 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458930.52777,0.9,,,Vis.,GTIA,B,09,16,10 star tutorial,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458930.53750,1.35,,,Vis.,SSHA,B,12,16,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458930.543240,1.031,0.020,,V,LDJ,,ENSEMBLE,,ALERT NOTICE 690,TEL=ARO C14 OUT OF FOCUS|COMPS=BELLATRIX 1.64 ALNITAK 1.79 HR1907 4.09 HR1963 4.90,0,1.64,Z,,,,BETELGEUSE,RASC,STD,,,,
2458930.56209,1.0,,,Vis.,SDN,,08,11,X25203CMT,Used chart X25177YV for comp 11,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458930.56250,1.2,,,Vis.,LHS,,1.1,1.6,10 star tutorial.202,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458930.56250,1.2,,,Vis.,BQE,,09,16,10 Star Tutorial,SQM 18.28,,,Z,,,,ALF ORI,RASC,STD,,,,
2458930.57,1.05,,,Vis.,FRIB,,11,09,X24962ADH,Steady rise.,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458930.6000,-3.090,0.032,,J,PGD,,HR1790,,,,1,,Z,,,,ALF ORI,AAVSO,STD,1,,,
2458930.6000,-3.888,0.021,,H,PGD,,HR1790,,,,1,,Z,,,,ALF ORI,AAVSO,STD,1,,,
2458930.61111,1.15,,,Vis.,ASA,,120,010,X25059AKB,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458930.63512,1.0,,,Vis.,DDJ,,164,36,Alert notice 690,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458930.6572,2.888,0.004,,B,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.883|K_B=0.32|KK_BV=-0.051|TB_BV=0.066|CREFMAG=5.039|PROG=TJC_PEP_6.7|,1,1.38,Z,-3.045,-0.792,,ALF ORI,AAVSO,STD,,,,
2458930.6576,1.049,0.004,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.883|K_V=0.18|TV_BV=-0.032|CREFMAG=4.082|PROG=TJC_PEP_6.7|,1,1.38,Z,-3.905,-2.012,,ALF ORI,AAVSO,STD,,,,
2458930.68056,1.0,,,Vis.,HRBA,B,09,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458930.6891,-1.433,0.003,,I,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=VI|DELTA_EST=1.683|K_I_EST=0.14|TI_I=0.006|CREFMAG=3.068|PROG=TJC_PEP_6.7|,1,1.56,Z,-4.779,-3.231,,ALF ORI,AAVSO,STD,,,,
2458930.9924,1.1,,,Vis.,BJFA,,09,17,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458931.150532,1.113,0.005,,TG,KEVA,,OOO-BBH-168,OOO-BBJ-738,X25142FD,,0,,Z,13.660,16.994,,ALF ORI,AVSOPLEIONE,STD,,,,
2458931.242,1.3,,,Vis.,GMQA,,,,375.01,S; NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458931.25000,1.05,,,Vis.,MPIB,B,1.15,0.9,Stellarium 0.12.4,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458931.260,1.4,,,Vis.,BNW,,1.1,1.7,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458931.2686,1.15,0.01,,TG,SIV,,08,,X24958AUE,"""Average 3 images , lens EF-S 18-55, exp.1.6 s., ISO 200, Canon 350D""",0,,Z,0.85,,,ALF ORI,,STD,,,,
2458931.2708,1.3,,,Vis.,VFK,K,12,17,SELFM,LEIPZIG BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2458931.27083,1.10,,,Vis.,SIV,,0.85,,X24958AUE,,,,Z,,,,alf Ori,,STD,,,,
2458931.274,0.9,,,Vis.,BHA,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458931.2896,1.5,,,Vis.,RKE,,12,19,GUIDE8,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458931.29167,0.9,,,Vis.,DJUB,,alpha tau,capella,X25219BR,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458931.29514,2.81,0.03,,TB,KSEC,,Aldebaran,Phi02 Ori,Simbad,"""Sony A7m2, 30mm, ISO400, 1:6.3, 20x4s, Maxim DL""",0,,Z,2.4,5.8,,BETELGEUSE,,STD,,,,
2458931.29514,-0.15,0.03,,TR,KSEC,,Aldebaran,Phi02 Ori,Simbad,"""Sony A7m2, 30mm, ISO400, 1:6.3, 20x4s, Maxim DL""",0,,Z,-0.37,2.87,,BETELGEUSE,,STD,,,,
2458931.29514,1.09,0.03,,TG,KSEC,,Aldebaran,Phi02 Ori,Simbad,"""Sony A7m2, 30mm, ISO400, 1:6.3, 20x4s, Maxim DL""",0,,Z,0.86,3.97,,ALF ORI,,STD,,,,
2458931.296645,0.9835,0.034,,V,NOT,,000-BBJ-738,000-BBK-574,X24958AHS,,0,1.50,Z,4.090,4.117,,ALF ORI,BAV,STD,,,,
2458931.29809,1.02,,,Vis.,PREB,,Pollux (1.14),-,10star,AC,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458931.299,1.08,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2458931.3,1.0,,,Vis.,SYU,,09,12,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458931.300,1.2,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458931.3035,1.0,,,Vis.,HGUA,,"""19,09""",,10STARTUTORIAL,,,,Z,,,,ALF ORI,SAAF,STD,,,,
2458931.3042,1.0,,,Vis.,SRAB,,4.0,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458931.30556,1.1,,,Vis.,ATOB,,09,17,10-star,,,,Z,,,,ALF ORI,AS,STD,,,,
2458931.30556,1.05,,,Vis.,BCAD,,0.87,1.14,"Aldebaran, Pollux",,,,Z,,,,alf Ori,,STD,,,,
2458931.31597,1.2,,,Vis.,MED,,0.9,,B,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458931.316,1.1,,,Vis.,HXT,,,,375.01,NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458931.32639,1.3,,,Vis.,RRO,B,09,16,10-star training,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458931.3264,1.004,0.013,,V,BVE,,SAO 112958,SAO 113186,PEP,"""| SOME BRANCHES HAMPERED OBSERVATIONS AT THE END | SCOPE=10IN_SCT | SENSOR=SSP3 | LOC=51,7N/-5,5E | INDEX=BV | TV_BV=-0,034 | K_V_EST=0,25 | DELTA=0,933 | CREFMAG=4,082 | PROG=PEP_BVI_V2.0.XLS |""",1,1.66,Z,-3.48,-1.274,,ALF ORI,KNVWS,STD,,,,
2458931.3271,2.895,0.02,,B,BVE,,SAO 112958,SAO 113186,PEP,"""| SOME BRANCHES HAMPERED OBSERVATIONS AT THE END | SCOPE=10IN_SCT | SENSOR=SSP3 | LOC=51,7N/-5,5E | INDEX=BV | TB_BV=0,146 | K_B_EST=0,38 | KK_BV=-0,0693 | DELTA=0,933 | CREFMAG=5,039 | PROG=PEP_BVI_V2.0.XLS |""",1,1.67,Z,-2.392,0.207,,ALF ORI,KNVWS,STD,,,,
2458931.33542,1.0,,,Vis.,CQP,,1.8,09,10Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458931.3382,1.0,,,Vis.,TPIC,BU,0.9,,X25202NJ,,,,Z,,,,ALF ORI,,STD,,,,
2458931.34,1.1,,,Vis.,LLY,,,,AAVSO,NE,,,U,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2458931.344,1.7,,,Vis.,TOO,,,,375.01,Naked Eye,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458931.344,1.1,,,Vis.,PYG,,BETAGEM+1,,AAVSO 2008,,,,Z,,,,ALF ORI,BAA-VSS,STD,,,,
2458931.34722,1.1,,,Vis.,REE,,1.2,0.4,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458931.3778,1.3,,,Vis.,HKD,,,,375.01,NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458931.378,0.8,,,Vis.,WBOA,,0.86 Aldebaran,1.64 Bellatrix ,X24963ATG,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458931.388,1.0,,,Vis.,ATE,,Pollux 1.2,Aldebaran 0.9,20200220,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458931.4131,1.35,,,Vis.,MJZ,,1.14,1.79,X25041LX,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2458931.4389,0.9,,,Vis.,AAX,K,09,11,ATLAS,BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458931.47917,1.0,,,Vis.,BNBA,,015,085,Stellarium,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458931.47917,1.1,,,Vis.,BNBA,,015,085,Stellarium,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458931.4965,1.0,,,Vis.,DZS,K,1.6,0.9,#N/A,AAVSO CHART X25128WF,,,Z,,,,ALF ORI,LIADA,STD,,,,
2458931.5,1.3,,,Vis.,SHS,,11,16,10 star,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458931.50417,0.9,,,Vis.,TJGA,U,09,01,10-star tutorial,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458931.506,1.2,,,Vis.,SEDB,,1.2,1.7,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458931.527410,1.013,0.018,,V,LDJ,,ENSEMBLE,,ALERT NOTICE 690,TEL=ARO C14 OUT OF FOCUS|COMPS=BELLATRIX 1.64 ALNITAK 1.79 HR1907 4.09 HR1963 4.90,0,1.54,Z,,,,BETELGEUSE,RASC,STD,,,,
2458931.53472,0.995,0.003,,V,MDAG,K,Ensemble,-,AstroArt - GSC Data,,0,,Z,-,0.0,,BETELGEUSE,AAVSO,STD,,,,
2458931.58333,1.1,,,Vis.,GPMA,,0.9,1.6,10 Star Tutorail,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458931.6528,1.0,,,Vis.,KGT,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458931.68403,1.2,,,Vis.,MJHA,B,1.6,.9,Ten Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458931.9236,1.0,,,Vis.,SRX,,12,09,n/a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458932.21042,0.1,,,Vis.,SSAB,,01,21,10-STAR,,,,T,,,,ALF ORI,AAVSO,STD,,,,
2458932.23578,1.525,0.002,,TB,OAAA,,000-BBJ-700,000-BBK-199,X25220XZ,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,1.456,1.917,,BETELGEUSE,,STD,,,,
2458932.23578,0.829,0.001,,TG,OAAA,,000-BBJ-700,000-BBK-199,X25220XZ,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,1.661,2.078,,BETELGEUSE,,STD,,,,
2458932.23578,0.241,0.004,,TR,OAAA,,000-BBJ-700,000-BBK-199,X25220XZ,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,1.759,2.161,,BETELGEUSE,,STD,,,,
2458932.25003,1.05,,,Vis.,NAO,,0.9,1.1,AAVSO Alert Notice 6,"""Naked eye, Mashezero""",,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458932.25625,0.85,,,Vis.,BMIE,,04,09,10startutorial-2013,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458932.25903,0.75,,,Vis.,MVO,U,04,12,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2458932.263,0.99,0.1,,TG,KMWA,,Aldebaran,Ain,Cartes du Ciel,,1,1.48,Z,0.85,3.4,,BETELGEUSE,BAV,STD,,,,
2458932.263,2.75,,,TB,KMWA,,Aldebaran,Ain,0.2,,0,1.49,Z,2.4,4.1,,BETELGEUSE,BAV,STD,,,,
2458932.263,-0.29,0.2,,TR,KMWA,,Aldebaran,n.a.,Cartes du Ciel,,0,1.52,Z,-0.37,n.a,,BETELGEUSE,BAV,STD,,,,
2458932.2681,1.0,,,Vis.,JDAA,,0.18,1.64,SkyCharts (CdC),,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458932.270,1.4,,,Vis.,BNW,,1.1,1.7,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458932.274,0.9,,,Vis.,BHA,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458932.2785,1.3,,,Vis.,VFK,,12,17,SELFM,LEIPZIG BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2458932.28819,1.0,,,Vis.,MPIB,,1.15,0.9,Stellarium 0.12.4,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458932.29514,1.1,,,Vis.,SYRA,,? Gem,,VSP,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458932.3,0.95,,,Vis.,SYU,,09,12,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458932.3,1.0,,,Vis.,SPAO,,09,19,2008,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458932.30208,1.05,,,Vis.,BCAD,,0.87,1.14,"Aldebaran, Pollux",,,,Z,,,,ALF ORI,,STD,,,,
2458932.3039,1.005,0.01,,V,BVE,,SAO 112958,SAO 113186,PEP,"""| SCOPE=10IN_SCT | SENSOR=SSP3 | LOC=51,7N/-5,5E | INDEX=BV | TV_BV=-0,034 | K_V_EST=0,25 | DELTA=0,967 | CREFMAG=4,082 | PROG=PEP_BVI_V2.0.XLS |""",1,1.55,Z,-3.478,-1.565,,ALF ORI,KNVWS,STD,,,,
2458932.3046,2.929,0.009,,B,BVE,,SAO 112958,SAO 113186,PEP,"""| SCOPE=10IN_SCT | SENSOR=SSP3 | LOC=51,7N/-5,5E | INDEX=BV | TB_BV=0,146 | K_B_EST=0,38 | KK_BV=-0,0693 | DELTA=0,967 | CREFMAG=5,039 | PROG=PEP_BVI_V2.0.XLS |""",1,1.56,Z,-2.416,-0.207,,ALF ORI,KNVWS,STD,,,,
2458932.3076,1.3,,,Vis.,RKE,,12,19,GUIDE8,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458932.30924,0.99,,,Vis.,PREB,,Pollux (1.14),-,10star,AC,,,Z,,,,alf Ori,AAVSO,STD,,,,
